time,C,D,E,I,S,T
0.830799999999998, 3791.2694658, 38.4089690, 0.5559333, 1298.3144630, 4439.9379580, 32.0885871
0.833899999999998, 3795.2768609, 38.6777480, 0.5580000, 1301.2851038, 4432.7802968, 32.0012473
0.836999999999998, 3799.2413694, 38.9471392, 0.5600667, 1304.2447126, 4425.6755191, 31.9143099
0.840099999999998, 3803.1633739, 39.2171404, 0.5621333, 1307.1933574, 4418.6231781, 31.8277738
0.843199999999998, 3807.0432540, 39.4877492, 0.5642000, 1310.1311054, 4411.6228309, 31.7416381
0.846299999999998, 3810.8813857, 39.7589635, 0.5662667, 1313.0580237, 4404.6740383, 31.6559016
0.849399999999998, 3814.6781419, 40.0307810, 0.5683333, 1315.9741784, 4397.7763651, 31.5705633
0.852499999999998, 3818.4338921, 40.3031996, 0.5704000, 1318.8796355, 4390.9293797, 31.4856220
0.855599999999998, 3822.1490027, 40.5762169, 0.5724667, 1321.7744601, 4384.1326545, 31.4010766
0.858699999999998, 3825.8238368, 40.8498309, 0.5745333, 1324.6587170, 4377.3857656, 31.3169256
0.861799999999998, 3829.4587544, 41.1240394, 0.5766000, 1327.5324704, 4370.6882926, 31.2331681
0.864899999999998, 3833.0541123, 41.3988401, 0.5786667, 1330.3957842, 4364.0398190, 31.1498025
0.867999999999998, 3836.6102641, 41.6742309, 0.5807333, 1333.2487214, 4357.4399317, 31.0668277
0.871099999999998, 3840.1275605, 41.9502098, 0.5828000, 1336.0913448, 4350.8882215, 30.9842422
0.874199999999998, 3843.6063491, 42.2267746, 0.5848667, 1338.9237167, 4344.3842824, 30.9020447
0.877299999999998, 3847.0469743, 42.5039231, 0.5869333, 1341.7458987, 4337.9277123, 30.8202338
0.880399999999998, 3850.4497777, 42.7816533, 0.5890000, 1344.5579521, 4331.5181124, 30.7388081
0.883499999999998, 3853.8150978, 43.0599631, 0.5910667, 1347.3599377, 4325.1550874, 30.6577660
0.886599999999998, 3857.1432701, 43.3388504, 0.5931333, 1350.1519156, 4318.8382454, 30.5771062
0.889699999999998, 3860.4346272, 43.6183132, 0.5952000, 1352.9339458, 4312.5671980, 30.4968271
0.892799999999998, 3863.6894990, 43.8983494, 0.5972667, 1355.7060875, 4306.3415602, 30.4169273
0.895899999999998, 3866.9082122, 44.1789570, 0.5993333, 1358.4683996, 4300.1609501, 30.3374052
0.898999999999998, 3870.0910908, 44.4601340, 0.6014000, 1361.2209404, 4294.0249895, 30.2582592
0.902099999999998, 3873.2384560, 44.7418783, 0.6034667, 1363.9637679, 4287.9333031, 30.1794878
0.905199999999998, 3876.3506261, 45.0241880, 0.6055333, 1366.6969396, 4281.8855193, 30.1010894
0.908299999999998, 3879.4279168, 45.3070610, 0.6076000, 1369.4205125, 4275.8812692, 30.0230624
0.911399999999998, 3882.4706407, 45.5904954, 0.6096667, 1372.1345431, 4269.9201876, 29.9454052
0.914499999999998, 3885.4791081, 45.8744893, 0.6117333, 1374.8390876, 4264.0019121, 29.8681162
0.917599999999998, 3888.4536262, 46.1590406, 0.6138000, 1377.5342017, 4258.1260837, 29.7911937
0.920699999999998, 3891.3944998, 46.4441475, 0.6158667, 1380.2199405, 4252.2923464, 29.7146362
0.923799999999998, 3894.3020309, 46.7298080, 0.6179333, 1382.8963590, 4246.5003473, 29.6384419
0.926899999999998, 3897.1765188, 47.0160201, 0.6200000, 1385.5635115, 4240.7497365, 29.5626092
0.929999999999998, 3900.0182604, 47.3027821, 0.6220667, 1388.2214519, 4235.0401672, 29.4871365
0.933099999999998, 3902.8275498, 47.5900919, 0.6241333, 1390.8702338, 4229.3712957, 29.4120219
0.936199999999998, 3905.6046786, 47.8779477, 0.6262000, 1393.5099103, 4223.7427811, 29.3372640
0.939299999999998, 3908.3499359, 48.1663477, 0.6282667, 1396.1405341, 4218.1542856, 29.2628609
0.942399999999998, 3911.0636083, 48.4552899, 0.6303333, 1398.7621575, 4212.6054742, 29.1888110
0.945499999999998, 3913.7459796, 48.7447725, 0.6324000, 1401.3748323, 4207.0960148, 29.1151126
0.948599999999998, 3916.3973316, 49.0347938, 0.6344667, 1403.9786101, 4201.6255785, 29.0417640
0.951699999999998, 3919.0179432, 49.3253517, 0.6365333, 1406.5735419, 4196.1938387, 28.9687634
0.954799999999998, 3921.6080912, 49.6164446, 0.6386000, 1409.1596783, 4190.8004721, 28.8961091
0.957899999999998, 3924.1680497, 49.9080706, 0.6406667, 1411.7370697, 4185.4451579, 28.8237995
0.960999999999998, 3926.6980907, 50.2002279, 0.6427333, 1414.3057660, 4180.1275782, 28.7518329
0.964099999999998, 3929.1984834, 50.4929147, 0.6448000, 1416.8658166, 4174.8474180, 28.6802074
0.967199999999998, 3931.6694952, 50.7861293, 0.6468667, 1419.4172706, 4169.6043646, 28.6089214
0.970299999999998, 3934.1113906, 51.0798698, 0.6489333, 1421.9601769, 4164.3981085, 28.5379732
0.973399999999998, 3936.5244323, 51.3741346, 0.6510000, 1424.4945837, 4159.2283425, 28.4673610
0.976499999999998, 3938.9088802, 51.6689218, 0.6530667, 1427.0205390, 4154.0947623, 28.3970831
0.979599999999998, 3941.2649925, 51.9642297, 0.6551333, 1429.5380905, 4148.9970661, 28.3271378
0.982699999999998, 3943.5930245, 52.2600567, 0.6572000, 1432.0472853, 4143.9349547, 28.2575234
0.985799999999998, 3945.8932299, 52.5564009, 0.6592667, 1434.5481704, 4138.9081316, 28.1882382
0.988899999999998, 3948.1658596, 52.8532607, 0.6613333, 1437.0407922, 4133.9163027, 28.1192803
0.991999999999998, 3950.4111628, 53.1506343, 0.6634000, 1439.5251970, 4128.9591766, 28.0506482
0.995099999999998, 3952.6293863, 53.4485202, 0.6654667, 1442.0014304, 4124.0364643, 27.9823402
0.998199999999998, 3954.8207746, 53.7469165, 0.6675333, 1444.4695380, 4119.1478793, 27.9143544
1.0013, 3956.9855704, 54.0458217, 0.6696000, 1446.9295649, 4114.2931377, 27.8466892
1.0044, 3959.1240140, 54.3452340, 0.6716667, 1449.3815557, 4109.4719579, 27.7793429
1.0075, 3961.2363436, 54.6451518, 0.6737333, 1451.8255549, 4104.6840609, 27.7123137
1.0106, 3963.3227956, 54.9455735, 0.6758000, 1454.2616066, 4099.9291699, 27.6456001
1.0137, 3965.3836040, 55.2464974, 0.6778667, 1456.6897545, 4095.2070105, 27.5792003
1.0168, 3967.4190010, 55.5479219, 0.6799333, 1459.1100419, 4090.5173110, 27.5131125
1.0199, 3969.4292165, 55.8498453, 0.6820000, 1461.5225119, 4085.8598016, 27.4473352
1.023, 3971.4144788, 56.1522662, 0.6840667, 1463.9272073, 4081.2342151, 27.3818666
1.0261, 3973.3750137, 56.4551828, 0.6861333, 1466.3241704, 4076.6402865, 27.3167051
1.0292, 3975.3110455, 56.7585936, 0.6882000, 1468.7134433, 4072.0777532, 27.2518489
1.0323, 3977.2227962, 57.0624970, 0.6902667, 1471.0950677, 4067.5463547, 27.1872965
1.0354, 3979.1104860, 57.3668914, 0.6923333, 1473.4690852, 4063.0458328, 27.1230461
1.0385, 3980.9743332, 57.6717753, 0.6944000, 1475.8355367, 4058.5759316, 27.0590962
1.0416, 3982.8145540, 57.9771471, 0.6964667, 1478.1944631, 4054.1363974, 26.9954450
1.0447, 3984.6313631, 58.2830052, 0.6985333, 1480.5459049, 4049.7269786, 26.9320909
1.0478, 3986.4249728, 58.5893481, 0.7006000, 1482.8899023, 4045.3474258, 26.8690323
1.0509, 3988.1955941, 58.8961744, 0.7026667, 1485.2264951, 4040.9974917, 26.8062675
1.054, 3989.9434356, 59.2034823, 0.7047333, 1487.5557230, 4036.6769313, 26.7437949
1.0571, 3991.6687045, 59.5112705, 0.7068000, 1489.8776251, 4032.3855015, 26.6816130
1.0602, 3993.3716061, 59.8195375, 0.7088667, 1492.1922405, 4028.1229615, 26.6197200
1.0633, 3995.0523436, 60.1282816, 0.7109333, 1494.4996079, 4023.8890723, 26.5581145
1.0664, 3996.7111189, 60.4375015, 0.7130000, 1496.7997656, 4019.6835973, 26.4967947
1.0695, 3998.3481317, 60.7471957, 0.7150667, 1499.0927517, 4015.5063016, 26.4357590
1.0726, 3999.9635803, 61.0573626, 0.7171333, 1501.3786041, 4011.3569526, 26.3750060
1.0757, 4001.5576610, 61.3680009, 0.7192000, 1503.6573602, 4007.2353195, 26.3145341
1.0788, 4003.1305686, 61.6791089, 0.7212667, 1505.9290573, 4003.1411736, 26.2543415
1.0819, 4004.6824959, 61.9906854, 0.7233333, 1508.1937323, 3999.0742881, 26.1944269
1.085, 4006.2136344, 62.3027289, 0.7254000, 1510.4514220, 3995.0344383, 26.1347886
1.0881, 4007.7241736, 62.6152378, 0.7274667, 1512.7021627, 3991.0214011, 26.0754251
1.0912, 4009.2143015, 62.9282108, 0.7295333, 1514.9459906, 3987.0349557, 26.0163349
1.0943, 4010.6842044, 63.2416465, 0.7316000, 1517.1829416, 3983.0748830, 25.9575163
1.0974, 4012.1340670, 63.5555434, 0.7336667, 1519.4130511, 3979.1409659, 25.8989680
1.1005, 4013.5640723, 63.8699002, 0.7357333, 1521.6363546, 3975.2329889, 25.8406882
1.1036, 4014.9744019, 64.1847154, 0.7378000, 1523.8528870, 3971.3507386, 25.7826757
1.1067, 4016.3652356, 64.4999876, 0.7398667, 1526.0626833, 3967.4940034, 25.7249288
1.1098, 4017.7367517, 64.8157155, 0.7419333, 1528.2657778, 3963.6625735, 25.6674460
1.1129, 4019.0891269, 65.1318976, 0.7440000, 1530.4622050, 3959.8562408, 25.6102260
1.116, 4020.4225364, 65.4485327, 0.7460667, 1532.6519988, 3956.0747992, 25.5532671
1.1191, 4021.7371539, 65.7656193, 0.7481333, 1534.8351929, 3952.3180442, 25.4965679
1.1222, 4023.0331515, 66.0831560, 0.7502000, 1537.0118210, 3948.5857731, 25.4401269
1.1253, 4024.3106998, 66.4011416, 0.7522667, 1539.1819162, 3944.8777849, 25.3839428
1.1284, 4025.5699680, 66.7195747, 0.7543333, 1541.3455116, 3941.1938804, 25.3280139
1.1315, 4026.8111237, 67.0384539, 0.7564000, 1543.5026400, 3937.5338622, 25.2723390
1.1346, 4028.0343331, 67.3577779, 0.7584667, 1545.6533339, 3933.8975343, 25.2169165
1.1377, 4029.2397610, 67.6775454, 0.7605333, 1547.7976255, 3930.2847026, 25.1617451
1.1408, 4030.4275705, 67.9977551, 0.7626000, 1549.9355470, 3926.6951747, 25.1068233
1.1439, 4031.5979235, 68.3184056, 0.7646667, 1552.0671301, 3923.1287597, 25.0521497
1.147, 4032.7509806, 68.6394956, 0.7667333, 1554.1924064, 3919.5852684, 24.9977229
1.1501, 4033.8869006, 68.9610239, 0.7688000, 1556.3114072, 3916.0645133, 24.9435415
1.1532, 4035.0058413, 69.2829892, 0.7708667, 1558.4241637, 3912.5663085, 24.8896042
1.1563, 4036.1079588, 69.6053902, 0.7729333, 1560.5307068, 3909.0904695, 24.8359095
1.1594, 4037.1934080, 69.9282255, 0.7750000, 1562.6310671, 3905.6368136, 24.7824561
1.1625, 4038.2623426, 70.2514940, 0.7770667, 1564.7252750, 3902.2051596, 24.7292426
1.1656, 4039.3149146, 70.5751943, 0.7791333, 1566.8133608, 3898.7953278, 24.6762676
1.1687, 4040.3512748, 70.8993252, 0.7812000, 1568.8953544, 3895.4071401, 24.6235299
1.1718, 4041.3715729, 71.2238854, 0.7832667, 1570.9712856, 3892.0404199, 24.5710281
1.1749, 4042.3759570, 71.5488737, 0.7853333, 1573.0411839, 3888.6949922, 24.5187608
1.178, 4043.3645739, 71.8742889, 0.7874000, 1575.1050787, 3885.3706833, 24.4667267
1.1811, 4044.3375694, 72.2001297, 0.7894667, 1577.1629990, 3882.0673212, 24.4149246
1.1842, 4045.2950877, 72.5263949, 0.7915333, 1579.2149739, 3878.7847353, 24.3633531
1.1873, 4046.2372720, 72.8530832, 0.7936000, 1581.2610319, 3875.5227564, 24.3120108
1.1904, 4047.1642640, 73.1801935, 0.7956667, 1583.3012016, 3872.2812169, 24.2608966
1.1935, 4048.0762044, 73.5077245, 0.7977333, 1585.3355112, 3869.0599503, 24.2100091
1.1966, 4048.9732324, 73.8356750, 0.7998000, 1587.3639889, 3865.8587921, 24.1593471
1.1997, 4049.8554861, 74.1640438, 0.8018667, 1589.3866624, 3862.6775786, 24.1089092
1.2028, 4050.7231026, 74.4928298, 0.8039333, 1591.4035595, 3859.5161478, 24.0586943
1.2059, 4051.5762174, 74.8220317, 0.8060000, 1593.4147075, 3856.3743392, 24.0087011
1.209, 4052.4149651, 75.1516483, 0.8080667, 1595.4201338, 3853.2519934, 23.9589283
1.2121, 4053.2394790, 75.4816785, 0.8101333, 1597.4198655, 3850.1489526, 23.9093747
1.2152, 4054.0498913, 75.8121211, 0.8122000, 1599.4139294, 3847.0650602, 23.8600391
1.21830000000001, 4054.8463330, 76.1429750, 0.8142667, 1601.4023521, 3844.0001610, 23.8109202
1.22140000000001, 4055.6289339, 76.4742389, 0.8163333, 1603.3851602, 3840.9541011, 23.7620169
1.22450000000001, 4056.3978227, 76.8059117, 0.8184000, 1605.3623800, 3837.9267280, 23.7133279
1.22760000000001, 4057.1531270, 77.1379923, 0.8204667, 1607.3340375, 3834.9178903, 23.6648520
1.23070000000001, 4057.8949733, 77.4704795, 0.8225333, 1609.3001588, 3831.9274381, 23.6165880
1.23380000000001, 4058.6234869, 77.8033722, 0.8246000, 1611.2607694, 3828.9552228, 23.5685348
1.23690000000001, 4059.3387920, 78.1366692, 0.8266667, 1613.2158951, 3826.0010969, 23.5206912
1.24000000000001, 4060.0410118, 78.4703694, 0.8287333, 1615.1655610, 3823.0649143, 23.4730560
1.24310000000001, 4060.7302685, 78.8044718, 0.8308000, 1617.1097925, 3820.1465301, 23.4256280
1.24620000000001, 4061.4066828, 79.1389751, 0.8328667, 1619.0486145, 3817.2458006, 23.3784061
1.24930000000001, 4062.0703749, 79.4738782, 0.8349333, 1620.9820518, 3814.3625833, 23.3313892
1.25240000000001, 4062.7214636, 79.8091801, 0.8370000, 1622.9101292, 3811.4967371, 23.2845761
1.25550000000001, 4063.3600667, 80.1448796, 0.8390667, 1624.8328710, 3808.6481220, 23.2379657
1.25860000000001, 4063.9863010, 80.4809757, 0.8411333, 1626.7503015, 3805.8165991, 23.1915568
1.26170000000001, 4064.6002822, 80.8174672, 0.8432000, 1628.6624450, 3803.0020308, 23.1453483
1.26480000000001, 4065.2021253, 81.1543531, 0.8452667, 1630.5693253, 3800.2042807, 23.0993392
1.26790000000001, 4065.7919438, 81.4916323, 0.8473333, 1632.4709662, 3797.4232135, 23.0535282
1.27100000000001, 4066.3698505, 81.8293037, 0.8494000, 1634.3673914, 3794.6586950, 23.0079144
1.27410000000001, 4066.9359573, 82.1673661, 0.8514667, 1636.2586243, 3791.9105923, 22.9624967
1.27720000000001, 4067.4903748, 82.5058187, 0.8535333, 1638.1446882, 3789.1787735, 22.9172739
1.28030000000001, 4068.0332128, 82.8446602, 0.8556000, 1640.0256061, 3786.4631079, 22.8722449
1.28340000000001, 4068.5645802, 83.1838896, 0.8576667, 1641.9014012, 3783.7634658, 22.8274088
1.28650000000001, 4069.0845849, 83.5235060, 0.8597333, 1643.7720961, 3781.0797189, 22.7827644
1.28960000000001, 4069.5933337, 83.8635081, 0.8618000, 1645.6377135, 3778.4117397, 22.7383107
1.29270000000001, 4070.0909327, 84.2038950, 0.8638667, 1647.4982758, 3775.7594018, 22.6940466
1.29580000000001, 4070.5774869, 84.5446657, 0.8659333, 1649.3538055, 3773.1225801, 22.6499711
1.29890000000001, 4071.0531004, 84.8858191, 0.8680000, 1651.2043246, 3770.5011503, 22.6060832
1.30200000000001, 4071.5178765, 85.2273541, 0.8700667, 1653.0498552, 3767.8949894, 22.5623819
1.30510000000001, 4071.9719173, 85.5692698, 0.8721333, 1654.8904191, 3765.3039753, 22.5188660
1.30820000000001, 4072.4153244, 85.9115650, 0.8742000, 1656.7260380, 3762.7279869, 22.4755347
1.31130000000001, 4072.8481983, 86.2542389, 0.8762667, 1658.5567335, 3760.1669044, 22.4323868
1.31440000000001, 4073.2706385, 86.5972904, 0.8783333, 1660.3825270, 3757.6206087, 22.3894214
1.31750000000001, 4073.6827438, 86.9407184, 0.8804000, 1662.2034397, 3755.0889819, 22.3466375
1.32060000000001, 4074.0846120, 87.2845220, 0.8824667, 1664.0194928, 3752.5719070, 22.3040342
1.32370000000001, 4074.4763402, 87.6287002, 0.8845333, 1665.8307071, 3750.0692681, 22.2616103
1.32680000000001, 4074.8580246, 87.9732520, 0.8866000, 1667.6371036, 3747.5809502, 22.2193650
1.32990000000001, 4075.2297604, 88.3181763, 0.8886667, 1669.4387029, 3745.1068394, 22.1772973
1.33300000000001, 4075.5916421, 88.6634722, 0.8907333, 1671.2355255, 3742.6468226, 22.1354062
1.33610000000001, 4075.9437633, 89.0091387, 0.8928000, 1673.0275917, 3740.2007879, 22.0936908
1.33920000000001, 4076.2862169, 89.3551749, 0.8948667, 1674.8149220, 3737.7686241, 22.0521500
1.34230000000001, 4076.6190949, 89.7015796, 0.8969333, 1676.5975363, 3735.3502210, 22.0107831
1.34540000000001, 4076.9424883, 90.0483521, 0.8990000, 1678.3754546, 3732.9454695, 21.9695889
1.34850000000001, 4077.2564877, 90.3954913, 0.9010667, 1680.1486967, 3730.5542613, 21.9285667
1.35160000000001, 4077.5611825, 90.7429962, 0.9031333, 1681.9172825, 3728.1764890, 21.8877154
1.35470000000001, 4077.8566615, 91.0908660, 0.9052000, 1683.6812313, 3725.8120463, 21.8470342
1.35780000000001, 4078.1430129, 91.4390995, 0.9072667, 1685.4405628, 3723.4608274, 21.8065221
1.36090000000001, 4078.4203237, 91.7876959, 0.9093333, 1687.1952960, 3721.1227280, 21.7661782
1.36400000000001, 4078.6886805, 92.1366543, 0.9114000, 1688.9454503, 3718.7976440, 21.7260016
1.36710000000001, 4078.9481690, 92.4859737, 0.9134667, 1690.6910446, 3716.4854729, 21.6859915
1.37020000000001, 4079.1988740, 92.8356531, 0.9155333, 1692.4320979, 3714.1861124, 21.6461469
1.37330000000001, 4079.4408798, 93.1856916, 0.9176000, 1694.1686290, 3711.8994615, 21.6064669
1.37640000000001, 4079.6742699, 93.5360883, 0.9196667, 1695.9006564, 3709.6254200, 21.5669508
1.37950000000001, 4079.8991269, 93.8868423, 0.9217333, 1697.6281987, 3707.3638885, 21.5275975
1.38260000000001, 4080.1155327, 94.2379526, 0.9238000, 1699.3512744, 3705.1147683, 21.4884062
1.38570000000001, 4080.3235688, 94.5894183, 0.9258667, 1701.0699016, 3702.8779617, 21.4493762
1.38880000000001, 4080.5233156, 94.9412385, 0.9279333, 1702.7840986, 3700.6533720, 21.4105064
1.39190000000001, 4080.7148529, 95.2934123, 0.9300000, 1704.4938834, 3698.4409029, 21.3717961
1.39500000000001, 4080.8982598, 95.6459388, 0.9320667, 1706.1992738, 3696.2404592, 21.3332444
1.39810000000001, 4081.0736149, 95.9988170, 0.9341333, 1707.9002877, 3694.0519465, 21.2948505
1.40120000000001, 4081.2409957, 96.3520461, 0.9362000, 1709.5969428, 3691.8752712, 21.2566135
1.40430000000001, 4081.4004794, 96.7056252, 0.9382667, 1711.2892566, 3689.7103403, 21.2185327
1.40740000000001, 4081.5521423, 97.0595534, 0.9403333, 1712.9772466, 3687.5570619, 21.1806071
1.41050000000001, 4081.6960601, 97.4138297, 0.9424000, 1714.6609300, 3685.4153446, 21.1428360
1.41360000000001, 4081.8323078, 97.7684533, 0.9444667, 1716.3403240, 3683.2850980, 21.1052186
1.41670000000001, 4081.9609597, 98.1234234, 0.9465333, 1718.0154459, 3681.1662323, 21.0677540
1.41980000000001, 4082.0820896, 98.4787389, 0.9486000, 1719.6863125, 3679.0586585, 21.0304414
1.42290000000001, 4082.1957705, 98.8343992, 0.9506667, 1721.3529406, 3676.9622885, 20.9932802
1.42600000000001, 4082.3020748, 99.1904032, 0.9527333, 1723.0153472, 3674.8770347, 20.9562693
1.42910000000001, 4082.4010742, 99.5467501, 0.9548000, 1724.6735487, 3672.8028104, 20.9194082
1.43220000000001, 4082.4928399, 99.9034391, 0.9568667, 1726.3275618, 3670.7395296, 20.8826959
1.43530000000001, 4082.5774423, 100.2604692, 0.9589333, 1727.9774029, 3668.6871071, 20.8461318
1.43840000000001, 4082.6549514, 100.6178397, 0.9610000, 1729.6230882, 3666.6454584, 20.8097150
1.44150000000001, 4082.7254364, 100.9755496, 0.9630667, 1731.2646341, 3664.6144995, 20.7734448
1.44460000000001, 4082.7889659, 101.3335982, 0.9651333, 1732.9020565, 3662.5941474, 20.7373205
1.44770000000001, 4082.8456079, 101.6919845, 0.9672000, 1734.5353716, 3660.5843196, 20.7013411
1.45080000000001, 4082.8954298, 102.0507077, 0.9692667, 1736.1645951, 3658.5849345, 20.6655061
1.45390000000001, 4082.9384986, 102.4097670, 0.9713333, 1737.7897429, 3656.5959111, 20.6298147
1.45700000000001, 4082.9748804, 102.7691616, 0.9734000, 1739.4108307, 3654.6171689, 20.5942661
1.46010000000001, 4083.0046408, 103.1288905, 0.9754667, 1741.0278741, 3652.6486284, 20.5588596
1.46320000000001, 4083.0278450, 103.4889530, 0.9775333, 1742.6408885, 3650.6902106, 20.5235944
1.46630000000001, 4083.0445574, 103.8493482, 0.9796000, 1744.2498893, 3648.7418370, 20.4884699
1.46940000000001, 4083.0548420, 104.2100754, 0.9816667, 1745.8548919, 3646.8034302, 20.4534853
1.47250000000001, 4083.0587620, 104.5711336, 0.9837333, 1747.4559114, 3644.8749131, 20.4186399
1.47560000000001, 4083.0563804, 104.9325221, 0.9858000, 1749.0529628, 3642.9562094, 20.3839329
1.47870000000001, 4083.0477592, 105.2942400, 0.9878667, 1750.6460613, 3641.0472433, 20.3493638
1.48180000000001, 4083.0329603, 105.6562866, 0.9899333, 1752.2352217, 3639.1479398, 20.3149317
1.48490000000001, 4083.0120447, 106.0186610, 0.9920000, 1753.8204587, 3637.2582245, 20.2806359
1.48800000000001, 4082.9850730, 106.3813624, 0.9940667, 1755.4017872, 3635.3780236, 20.2464759
1.49110000000001, 4082.9521052, 106.7443899, 0.9961333, 1756.9792216, 3633.5072639, 20.2124509
1.49420000000001, 4082.9132010, 107.1077429, 0.9982000, 1758.5527766, 3631.6458729, 20.1785601
1.49730000000001, 4082.8684192, 107.4714205, 1.0002667, 1760.1224666, 3629.7937786, 20.1448030
1.50040000000001, 4082.8178184, 107.8354219, 1.0023333, 1761.6883058, 3627.9509096, 20.1111788
1.50350000000001, 4082.7614565, 108.1997464, 1.0044000, 1763.2503086, 3626.1171954, 20.0776870
1.50660000000001, 4082.6993908, 108.5643930, 1.0064667, 1764.8084890, 3624.2925656, 20.0443267
1.50970000000001, 4082.6316785, 108.9293611, 1.0085333, 1766.3628613, 3622.4769508, 20.0110974
1.51280000000001, 4082.5583758, 109.2946498, 1.0106000, 1767.9134392, 3620.6702821, 19.9779984
1.51590000000001, 4082.4795386, 109.6602584, 1.0126667, 1769.4602368, 3618.8724909, 19.9450291
1.51900000000002, 4082.3952225, 110.0261860, 1.0147333, 1771.0032678, 3617.0835097, 19.9121887
1.52210000000002, 4082.3054822, 110.3924320, 1.0168000, 1772.5425459, 3615.3032710, 19.8794767
1.52520000000002, 4082.2103723, 110.7589955, 1.0188667, 1774.0780848, 3613.5317082, 19.8468924
1.52830000000002, 4082.1099467, 111.1258758, 1.0209333, 1775.6098980, 3611.7687553, 19.8144353
1.53140000000002, 4082.0042589, 111.4930721, 1.0230000, 1777.1379989, 3610.0143467, 19.7821045
1.53450000000002, 4081.8933619, 111.8605836, 1.0250667, 1778.6624010, 3608.2684173, 19.7498996
1.53760000000002, 4081.7773081, 112.2284096, 1.0271333, 1780.1831175, 3606.5309028, 19.7178200
1.54070000000002, 4081.6561497, 112.5965493, 1.0292000, 1781.7001616, 3604.8017392, 19.6858649
1.54380000000002, 4081.5299382, 112.9650020, 1.0312667, 1783.2135466, 3603.0808632, 19.6540338
1.54690000000002, 4081.3987248, 113.3337668, 1.0333333, 1784.7232853, 3601.3682119, 19.6223261
1.55000000000002, 4081.2625602, 113.7028432, 1.0354000, 1786.2293907, 3599.6637230, 19.5907411
