,C,D,I,S,T
60.4999999999965, 54668.0387888, 128.9292289, 0.0043493, 0.0040828, 1533.0902144
60.5099999999965, 54649.8192278, 128.9292364, 0.0043418, 0.0040757, 1533.0901394
60.5199999999965, 54631.6057388, 128.9292439, 0.0043343, 0.0040686, 1533.0900646
60.5299999999965, 54613.3983199, 128.9292515, 0.0043268, 0.0040615, 1533.0899899
60.5399999999965, 54595.1969689, 128.9292589, 0.0043193, 0.0040544, 1533.0899153
60.5499999999965, 54577.0016839, 128.9292664, 0.0043118, 0.0040474, 1533.0898408
60.5599999999965, 54558.8124628, 128.9292739, 0.0043044, 0.0040403, 1533.0897665
60.5699999999965, 54540.6293037, 128.9292813, 0.0042969, 0.0040333, 1533.0896923
60.5799999999965, 54522.4522044, 128.9292888, 0.0042895, 0.0040263, 1533.0896182
60.5899999999965, 54504.2811630, 128.9292962, 0.0042820, 0.0040193, 1533.0895443
60.5999999999965, 54486.1161775, 128.9293036, 0.0042746, 0.0040123, 1533.0894705
60.6099999999965, 54467.9572459, 128.9293110, 0.0042672, 0.0040053, 1533.0893968
60.6199999999965, 54449.8043660, 128.9293184, 0.0042599, 0.0039983, 1533.0893232
60.6299999999965, 54431.6575360, 128.9293258, 0.0042525, 0.0039914, 1533.0892498
60.6399999999965, 54413.5167538, 128.9293331, 0.0042451, 0.0039844, 1533.0891765
60.6499999999965, 54395.3820174, 128.9293405, 0.0042378, 0.0039775, 1533.0891033
60.6599999999965, 54377.2533247, 128.9293478, 0.0042305, 0.0039706, 1533.0890303
60.6699999999965, 54359.1306738, 128.9293551, 0.0042231, 0.0039637, 1533.0889573
60.6799999999965, 54341.0140626, 128.9293625, 0.0042158, 0.0039568, 1533.0888845
60.6899999999965, 54322.9034891, 128.9293697, 0.0042085, 0.0039499, 1533.0888119
60.6999999999965, 54304.7989514, 128.9293770, 0.0042013, 0.0039430, 1533.0887393
60.7099999999965, 54286.7004474, 128.9293843, 0.0041940, 0.0039362, 1533.0886669
60.7199999999965, 54268.6079750, 128.9293916, 0.0041867, 0.0039293, 1533.0885946
60.7299999999965, 54250.5215323, 128.9293988, 0.0041795, 0.0039225, 1533.0885224
60.7399999999965, 54232.4411174, 128.9294061, 0.0041723, 0.0039156, 1533.0884504
60.7499999999965, 54214.3667280, 128.9294133, 0.0041651, 0.0039088, 1533.0883784
60.7599999999965, 54196.2983624, 128.9294205, 0.0041579, 0.0039020, 1533.0883066
60.7699999999965, 54178.2360183, 128.9294277, 0.0041507, 0.0038952, 1533.0882350
60.7799999999965, 54160.1796939, 128.9294349, 0.0041435, 0.0038885, 1533.0881634
60.7899999999965, 54142.1293872, 128.9294420, 0.0041363, 0.0038817, 1533.0880920
60.7999999999965, 54124.0850961, 128.9294492, 0.0041292, 0.0038749, 1533.0880207
60.8099999999965, 54106.0468186, 128.9294563, 0.0041220, 0.0038682, 1533.0879495
60.8199999999965, 54088.0145527, 128.9294635, 0.0041149, 0.0038615, 1533.0878784
60.8299999999965, 54069.9882965, 128.9294706, 0.0041078, 0.0038548, 1533.0878075
60.8399999999965, 54051.9680479, 128.9294777, 0.0041007, 0.0038481, 1533.0877367
60.8499999999965, 54033.9538048, 128.9294848, 0.0040936, 0.0038414, 1533.0876660
60.8599999999965, 54015.9455654, 128.9294919, 0.0040865, 0.0038347, 1533.0875954
60.8699999999965, 53997.9433276, 128.9294990, 0.0040794, 0.0038280, 1533.0875250
60.8799999999965, 53979.9470895, 128.9295060, 0.0040724, 0.0038213, 1533.0874547
60.8899999999965, 53961.9568489, 128.9295131, 0.0040653, 0.0038147, 1533.0873845
60.8999999999965, 53943.9726040, 128.9295201, 0.0040583, 0.0038081, 1533.0873144
60.9099999999965, 53925.9943526, 128.9295271, 0.0040513, 0.0038014, 1533.0872444
60.9199999999964, 53908.0220929, 128.9295342, 0.0040443, 0.0037948, 1533.0871746
60.9299999999964, 53890.0558228, 128.9295412, 0.0040373, 0.0037882, 1533.0871048
60.9399999999964, 53872.0955403, 128.9295482, 0.0040303, 0.0037816, 1533.0870352
60.9499999999964, 53854.1412435, 128.9295551, 0.0040234, 0.0037750, 1533.0869658
60.9599999999964, 53836.1929303, 128.9295621, 0.0040164, 0.0037685, 1533.0868964
60.9699999999964, 53818.2505988, 128.9295690, 0.0040095, 0.0037619, 1533.0868272
60.9799999999964, 53800.3142469, 128.9295760, 0.0040025, 0.0037554, 1533.0867580
60.9899999999964, 53782.3838726, 128.9295829, 0.0039956, 0.0037488, 1533.0866890
60.9999999999964, 53764.4594740, 128.9295898, 0.0039887, 0.0037423, 1533.0866202
61.0099999999964, 53746.5410491, 128.9295967, 0.0039818, 0.0037358, 1533.0865514
61.0199999999964, 53728.6285959, 128.9296036, 0.0039749, 0.0037293, 1533.0864828
61.0299999999964, 53710.7221124, 128.9296105, 0.0039680, 0.0037228, 1533.0864142
61.0399999999964, 53692.8215965, 128.9296174, 0.0039612, 0.0037164, 1533.0863458
61.0499999999964, 53674.9270464, 128.9296242, 0.0039543, 0.0037099, 1533.0862775
61.0599999999964, 53657.0384600, 128.9296311, 0.0039475, 0.0037034, 1533.0862094
61.0699999999964, 53639.1558354, 128.9296379, 0.0039407, 0.0036970, 1533.0861413
61.0799999999964, 53621.2791705, 128.9296447, 0.0039339, 0.0036906, 1533.0860734
61.0899999999964, 53603.4084633, 128.9296515, 0.0039271, 0.0036841, 1533.0860056
61.0999999999964, 53585.5437120, 128.9296583, 0.0039203, 0.0036777, 1533.0859379
61.1099999999964, 53567.6849144, 128.9296651, 0.0039135, 0.0036713, 1533.0858703
61.1199999999964, 53549.8320687, 128.9296719, 0.0039067, 0.0036649, 1533.0858028
61.1299999999964, 53531.9851728, 128.9296787, 0.0039000, 0.0036586, 1533.0857355
61.1399999999964, 53514.1442247, 128.9296854, 0.0038932, 0.0036522, 1533.0856682
61.1499999999964, 53496.3092225, 128.9296922, 0.0038865, 0.0036459, 1533.0856011
61.1599999999964, 53478.4801642, 128.9296989, 0.0038798, 0.0036395, 1533.0855341
61.1699999999964, 53460.6570478, 128.9297056, 0.0038731, 0.0036332, 1533.0854672
61.1799999999964, 53442.8398713, 128.9297123, 0.0038664, 0.0036269, 1533.0854004
61.1899999999964, 53425.0286327, 128.9297190, 0.0038597, 0.0036206, 1533.0853338
61.1999999999964, 53407.2233301, 128.9297257, 0.0038530, 0.0036143, 1533.0852672
61.2099999999964, 53389.4239615, 128.9297324, 0.0038464, 0.0036080, 1533.0852008
61.2199999999964, 53371.6305249, 128.9297390, 0.0038397, 0.0036017, 1533.0851345
61.2299999999964, 53353.8430184, 128.9297457, 0.0038331, 0.0035954, 1533.0850683
61.2399999999964, 53336.0614399, 128.9297523, 0.0038265, 0.0035892, 1533.0850022
61.2499999999964, 53318.2857874, 128.9297589, 0.0038199, 0.0035829, 1533.0849363
61.2599999999964, 53300.5160591, 128.9297655, 0.0038133, 0.0035767, 1533.0848704
61.2699999999964, 53282.7522529, 128.9297721, 0.0038067, 0.0035705, 1533.0848047
61.2799999999964, 53264.9943669, 128.9297787, 0.0038001, 0.0035643, 1533.0847390
61.2899999999964, 53247.2423990, 128.9297853, 0.0037935, 0.0035581, 1533.0846735
61.2999999999964, 53229.4963474, 128.9297919, 0.0037870, 0.0035519, 1533.0846081
61.3099999999964, 53211.7562100, 128.9297984, 0.0037804, 0.0035457, 1533.0845428
61.3199999999964, 53194.0219849, 128.9298050, 0.0037739, 0.0035395, 1533.0844777
61.3299999999964, 53176.2936701, 128.9298115, 0.0037674, 0.0035334, 1533.0844126
61.3399999999964, 53158.5712636, 128.9298180, 0.0037609, 0.0035272, 1533.0843476
61.3499999999964, 53140.8547634, 128.9298245, 0.0037544, 0.0035211, 1533.0842828
61.3599999999964, 53123.1441677, 128.9298310, 0.0037479, 0.0035150, 1533.0842181
61.3699999999964, 53105.4394744, 128.9298375, 0.0037414, 0.0035089, 1533.0841535
61.3799999999964, 53087.7406815, 128.9298440, 0.0037349, 0.0035028, 1533.0840890
61.3899999999964, 53070.0477872, 128.9298505, 0.0037285, 0.0034967, 1533.0840246
61.3999999999964, 53052.3607893, 128.9298569, 0.0037220, 0.0034906, 1533.0839603
61.4099999999964, 53034.6796861, 128.9298634, 0.0037156, 0.0034845, 1533.0838961
61.4199999999963, 53017.0044754, 128.9298698, 0.0037092, 0.0034785, 1533.0838321
61.4299999999963, 52999.3351553, 128.9298762, 0.0037028, 0.0034724, 1533.0837681
61.4399999999963, 52981.6717240, 128.9298826, 0.0036964, 0.0034664, 1533.0837043
61.4499999999963, 52964.0141793, 128.9298890, 0.0036900, 0.0034603, 1533.0836405
61.4599999999963, 52946.3625194, 128.9298954, 0.0036836, 0.0034543, 1533.0835769
61.4699999999963, 52928.7167422, 128.9299018, 0.0036773, 0.0034483, 1533.0835134
61.4799999999963, 52911.0768459, 128.9299082, 0.0036709, 0.0034423, 1533.0834500
61.4899999999963, 52893.4428285, 128.9299145, 0.0036646, 0.0034363, 1533.0833867
61.4999999999963, 52875.8146880, 128.9299208, 0.0036582, 0.0034304, 1533.0833235
61.5099999999963, 52858.1924224, 128.9299272, 0.0036519, 0.0034244, 1533.0832605
61.5199999999963, 52840.5760298, 128.9299335, 0.0036456, 0.0034184, 1533.0831975
61.5299999999963, 52822.9655082, 128.9299398, 0.0036393, 0.0034125, 1533.0831347
61.5399999999963, 52805.3608557, 128.9299461, 0.0036330, 0.0034065, 1533.0830719
61.5499999999963, 52787.7620704, 128.9299524, 0.0036268, 0.0034006, 1533.0830093
61.5599999999963, 52770.1691502, 128.9299587, 0.0036205, 0.0033947, 1533.0829467
61.5699999999963, 52752.5820932, 128.9299649, 0.0036142, 0.0033888, 1533.0828843
61.5799999999963, 52735.0008974, 128.9299712, 0.0036080, 0.0033829, 1533.0828220
61.5899999999963, 52717.4255610, 128.9299775, 0.0036018, 0.0033770, 1533.0827598
61.5999999999963, 52699.8560819, 128.9299837, 0.0035955, 0.0033712, 1533.0826977
61.6099999999963, 52682.2924583, 128.9299899, 0.0035893, 0.0033653, 1533.0826357
61.6199999999963, 52664.7346880, 128.9299961, 0.0035831, 0.0033594, 1533.0825738
61.6299999999963, 52647.1827693, 128.9300023, 0.0035769, 0.0033536, 1533.0825121
61.6399999999963, 52629.6367001, 128.9300085, 0.0035708, 0.0033478, 1533.0824504
61.6499999999963, 52612.0964785, 128.9300147, 0.0035646, 0.0033419, 1533.0823888
61.6599999999963, 52594.5621026, 128.9300209, 0.0035584, 0.0033361, 1533.0823274
61.6699999999963, 52577.0335704, 128.9300270, 0.0035523, 0.0033303, 1533.0822660
61.6799999999963, 52559.5108799, 128.9300332, 0.0035462, 0.0033245, 1533.0822048
61.6899999999963, 52541.9940292, 128.9300393, 0.0035400, 0.0033188, 1533.0821436
61.6999999999963, 52524.4830164, 128.9300454, 0.0035339, 0.0033130, 1533.0820826
61.7099999999963, 52506.9778395, 128.9300516, 0.0035278, 0.0033072, 1533.0820217
61.7199999999963, 52489.4784966, 128.9300577, 0.0035217, 0.0033015, 1533.0819608
61.7299999999963, 52471.9849857, 128.9300638, 0.0035157, 0.0032957, 1533.0819001
61.7399999999963, 52454.4973049, 128.9300699, 0.0035096, 0.0032900, 1533.0818395
61.7499999999963, 52437.0154522, 128.9300759, 0.0035035, 0.0032843, 1533.0817790
61.7599999999963, 52419.5394258, 128.9300820, 0.0034975, 0.0032786, 1533.0817186
61.7699999999963, 52402.0692235, 128.9300880, 0.0034914, 0.0032729, 1533.0816583
61.7799999999963, 52384.6048436, 128.9300941, 0.0034854, 0.0032672, 1533.0815981
61.7899999999963, 52367.1462841, 128.9301001, 0.0034794, 0.0032615, 1533.0815380
61.7999999999963, 52349.6935430, 128.9301061, 0.0034734, 0.0032558, 1533.0814780
61.8099999999963, 52332.2466184, 128.9301122, 0.0034674, 0.0032502, 1533.0814181
61.8199999999963, 52314.8055084, 128.9301182, 0.0034614, 0.0032445, 1533.0813583
61.8299999999963, 52297.3702110, 128.9301242, 0.0034554, 0.0032389, 1533.0812986
61.8399999999963, 52279.9407243, 128.9301301, 0.0034495, 0.0032333, 1533.0812391
61.8499999999963, 52262.5170463, 128.9301361, 0.0034435, 0.0032276, 1533.0811796
61.8599999999963, 52245.0991751, 128.9301421, 0.0034376, 0.0032220, 1533.0811202
61.8699999999963, 52227.6871089, 128.9301480, 0.0034316, 0.0032164, 1533.0810609
61.8799999999963, 52210.2808455, 128.9301540, 0.0034257, 0.0032108, 1533.0810018
61.8899999999963, 52192.8803832, 128.9301599, 0.0034198, 0.0032052, 1533.0809427
61.8999999999963, 52175.4857199, 128.9301658, 0.0034139, 0.0031997, 1533.0808837
61.9099999999963, 52158.0968538, 128.9301717, 0.0034080, 0.0031941, 1533.0808249
61.9199999999963, 52140.7137829, 128.9301776, 0.0034021, 0.0031886, 1533.0807661
61.9299999999962, 52123.3365053, 128.9301835, 0.0033962, 0.0031830, 1533.0807075
61.9399999999962, 52105.9650190, 128.9301894, 0.0033904, 0.0031775, 1533.0806489
61.9499999999962, 52088.5993222, 128.9301953, 0.0033845, 0.0031720, 1533.0805904
61.9599999999962, 52071.2394128, 128.9302011, 0.0033787, 0.0031664, 1533.0805321
61.9699999999962, 52053.8852890, 128.9302070, 0.0033729, 0.0031609, 1533.0804738
61.9799999999962, 52036.5369488, 128.9302128, 0.0033670, 0.0031554, 1533.0804157
61.9899999999962, 52019.1943904, 128.9302186, 0.0033612, 0.0031499, 1533.0803576
61.9999999999962, 52001.8576117, 128.9302245, 0.0033554, 0.0031445, 1533.0802997
62.0099999999962, 51984.5266109, 128.9302303, 0.0033496, 0.0031390, 1533.0802418
62.0199999999962, 51967.2013860, 128.9302361, 0.0033439, 0.0031335, 1533.0801840
62.0299999999962, 51949.8819351, 128.9302418, 0.0033381, 0.0031281, 1533.0801264
62.0399999999962, 51932.5682562, 128.9302476, 0.0033323, 0.0031227, 1533.0800688
62.0499999999962, 51915.2603476, 128.9302534, 0.0033266, 0.0031172, 1533.0800114
62.0599999999962, 51897.9582071, 128.9302592, 0.0033208, 0.0031118, 1533.0799540
62.0699999999962, 51880.6618330, 128.9302649, 0.0033151, 0.0031064, 1533.0798968
62.0799999999962, 51863.3712233, 128.9302706, 0.0033094, 0.0031010, 1533.0798396
62.0899999999962, 51846.0863760, 128.9302764, 0.0033037, 0.0030956, 1533.0797825
62.0999999999962, 51828.8072893, 128.9302821, 0.0032980, 0.0030902, 1533.0797256
62.1099999999962, 51811.5339612, 128.9302878, 0.0032923, 0.0030849, 1533.0796687
62.1199999999962, 51794.2663899, 128.9302935, 0.0032866, 0.0030795, 1533.0796119
62.1299999999962, 51777.0045733, 128.9302992, 0.0032809, 0.0030741, 1533.0795553
62.1399999999962, 51759.7485096, 128.9303049, 0.0032753, 0.0030688, 1533.0794987
62.1499999999962, 51742.4981968, 128.9303105, 0.0032696, 0.0030635, 1533.0794422
62.1599999999962, 51725.2536331, 128.9303162, 0.0032640, 0.0030581, 1533.0793858
62.1699999999962, 51708.0148165, 128.9303218, 0.0032584, 0.0030528, 1533.0793296
62.1799999999962, 51690.7817451, 128.9303275, 0.0032527, 0.0030475, 1533.0792734
62.1899999999962, 51673.5544170, 128.9303331, 0.0032471, 0.0030422, 1533.0792173
62.1999999999962, 51656.3328303, 128.9303387, 0.0032415, 0.0030369, 1533.0791613
62.2099999999962, 51639.1169831, 128.9303443, 0.0032359, 0.0030317, 1533.0791054
62.2199999999962, 51621.9068734, 128.9303500, 0.0032303, 0.0030264, 1533.0790496
62.2299999999962, 51604.7024993, 128.9303555, 0.0032248, 0.0030211, 1533.0789939
62.2399999999962, 51587.5038590, 128.9303611, 0.0032192, 0.0030159, 1533.0789383
62.2499999999962, 51570.3109505, 128.9303667, 0.0032137, 0.0030106, 1533.0788828
62.2599999999962, 51553.1237719, 128.9303723, 0.0032081, 0.0030054, 1533.0788274
62.2699999999962, 51535.9423213, 128.9303778, 0.0032026, 0.0030002, 1533.0787721
62.2799999999962, 51518.7665968, 128.9303834, 0.0031971, 0.0029950, 1533.0787168
62.2899999999962, 51501.5965965, 128.9303889, 0.0031915, 0.0029898, 1533.0786617
62.2999999999962, 51484.4323185, 128.9303944, 0.0031860, 0.0029846, 1533.0786067
62.3099999999962, 51467.2737608, 128.9303999, 0.0031805, 0.0029794, 1533.0785517
62.3199999999962, 51450.1209216, 128.9304054, 0.0031751, 0.0029742, 1533.0784969
62.3299999999962, 51432.9737989, 128.9304109, 0.0031696, 0.0029690, 1533.0784421
62.3399999999962, 51415.8323909, 128.9304164, 0.0031641, 0.0029639, 1533.0783875
62.3499999999962, 51398.6966957, 128.9304219, 0.0031587, 0.0029587, 1533.0783329
62.3599999999962, 51381.5667113, 128.9304274, 0.0031532, 0.0029536, 1533.0782785
62.3699999999962, 51364.4424358, 128.9304328, 0.0031478, 0.0029484, 1533.0782241
62.3799999999962, 51347.3238674, 128.9304383, 0.0031423, 0.0029433, 1533.0781698
62.3899999999962, 51330.2110041, 128.9304437, 0.0031369, 0.0029382, 1533.0781156
62.3999999999962, 51313.1038440, 128.9304491, 0.0031315, 0.0029331, 1533.0780615
62.4099999999962, 51296.0023853, 128.9304546, 0.0031261, 0.0029280, 1533.0780075
62.4199999999962, 51278.9066260, 128.9304600, 0.0031207, 0.0029229, 1533.0779536
62.4299999999961, 51261.8165642, 128.9304654, 0.0031153, 0.0029178, 1533.0778998
62.4399999999961, 51244.7321981, 128.9304708, 0.0031100, 0.0029128, 1533.0778461
62.4499999999961, 51227.6535257, 128.9304762, 0.0031046, 0.0029077, 1533.0777925
62.4599999999961, 51210.5805452, 128.9304815, 0.0030993, 0.0029026, 1533.0777389
62.4699999999961, 51193.5132546, 128.9304869, 0.0030939, 0.0028976, 1533.0776855
62.4799999999961, 51176.4516520, 128.9304923, 0.0030886, 0.0028926, 1533.0776321
62.4899999999961, 51159.3957356, 128.9304976, 0.0030833, 0.0028875, 1533.0775789
62.4999999999961, 51142.3455035, 128.9305029, 0.0030779, 0.0028825, 1533.0775257
62.5099999999961, 51125.3009537, 128.9305083, 0.0030726, 0.0028775, 1533.0774726
62.5199999999961, 51108.2620844, 128.9305136, 0.0030673, 0.0028725, 1533.0774196
62.5299999999961, 51091.2288937, 128.9305189, 0.0030621, 0.0028675, 1533.0773667
62.5399999999961, 51074.2013796, 128.9305242, 0.0030568, 0.0028625, 1533.0773139
62.5499999999961, 51057.1795404, 128.9305295, 0.0030515, 0.0028576, 1533.0772612
62.5599999999961, 51040.1633740, 128.9305348, 0.0030462, 0.0028526, 1533.0772086
62.5699999999961, 51023.1528787, 128.9305400, 0.0030410, 0.0028476, 1533.0771561
62.5799999999961, 51006.1480525, 128.9305453, 0.0030358, 0.0028427, 1533.0771036
62.5899999999961, 50989.1488935, 128.9305506, 0.0030305, 0.0028377, 1533.0770513
62.5999999999961, 50972.1553998, 128.9305558, 0.0030253, 0.0028328, 1533.0769990
62.6099999999961, 50955.1675696, 128.9305610, 0.0030201, 0.0028279, 1533.0769469
62.6199999999961, 50938.1854010, 128.9305663, 0.0030149, 0.0028230, 1533.0768948
62.6299999999961, 50921.2088921, 128.9305715, 0.0030097, 0.0028181, 1533.0768428
62.6399999999961, 50904.2380409, 128.9305767, 0.0030045, 0.0028132, 1533.0767909
62.6499999999961, 50887.2728457, 128.9305819, 0.0029993, 0.0028083, 1533.0767391
62.6599999999961, 50870.3133045, 128.9305871, 0.0029941, 0.0028034, 1533.0766874
62.6699999999961, 50853.3594154, 128.9305923, 0.0029890, 0.0027985, 1533.0766357
62.6799999999961, 50836.4111766, 128.9305975, 0.0029838, 0.0027937, 1533.0765842
62.6899999999961, 50819.4685861, 128.9306026, 0.0029787, 0.0027888, 1533.0765327
62.6999999999961, 50802.5316422, 128.9306078, 0.0029736, 0.0027840, 1533.0764814
62.7099999999961, 50785.6003428, 128.9306129, 0.0029684, 0.0027791, 1533.0764301
62.7199999999961, 50768.6746862, 128.9306181, 0.0029633, 0.0027743, 1533.0763789
62.7299999999961, 50751.7546705, 128.9306232, 0.0029582, 0.0027695, 1533.0763278
62.7399999999961, 50734.8402937, 128.9306283, 0.0029531, 0.0027647, 1533.0762768
62.7499999999961, 50717.9315540, 128.9306334, 0.0029480, 0.0027599, 1533.0762258
62.7599999999961, 50701.0284495, 128.9306385, 0.0029430, 0.0027551, 1533.0761750
62.7699999999961, 50684.1309783, 128.9306436, 0.0029379, 0.0027503, 1533.0761242
62.7799999999961, 50667.2391386, 128.9306487, 0.0029328, 0.0027455, 1533.0760736
62.7899999999961, 50650.3529285, 128.9306538, 0.0029278, 0.0027407, 1533.0760230
62.7999999999961, 50633.4723461, 128.9306589, 0.0029227, 0.0027360, 1533.0759725
62.8099999999961, 50616.5973895, 128.9306639, 0.0029177, 0.0027312, 1533.0759221
62.8199999999961, 50599.7280569, 128.9306690, 0.0029127, 0.0027265, 1533.0758718
62.8299999999961, 50582.8643463, 128.9306740, 0.0029076, 0.0027217, 1533.0758216
62.8399999999961, 50566.0062559, 128.9306790, 0.0029026, 0.0027170, 1533.0757714
62.8499999999961, 50549.1537839, 128.9306841, 0.0028976, 0.0027123, 1533.0757214
62.8599999999961, 50532.3069284, 128.9306891, 0.0028926, 0.0027076, 1533.0756714
62.8699999999961, 50515.4656874, 128.9306941, 0.0028877, 0.0027029, 1533.0756215
62.8799999999961, 50498.6300591, 128.9306991, 0.0028827, 0.0026982, 1533.0755717
62.8899999999961, 50481.8000417, 128.9307041, 0.0028777, 0.0026935, 1533.0755220
62.8999999999961, 50464.9756333, 128.9307091, 0.0028728, 0.0026888, 1533.0754724
62.9099999999961, 50448.1568320, 128.9307140, 0.0028678, 0.0026841, 1533.0754228
62.9199999999961, 50431.3436359, 128.9307190, 0.0028629, 0.0026795, 1533.0753734
62.929999999996, 50414.5360432, 128.9307239, 0.0028579, 0.0026748, 1533.0753240
62.939999999996, 50397.7340520, 128.9307289, 0.0028530, 0.0026702, 1533.0752747
