,C,D,I,S,T
0.979599999999998, 3939.7556654, 51.9614657, 1429.4081640, 4148.0333188, 28.3185192
0.982699999999998, 3942.0796194, 52.2572656, 1431.9165219, 4142.9678597, 28.2489282
0.985799999999998, 3944.3757488, 52.5535827, 1434.4165678, 4137.9376895, 28.1796662
0.988899999999998, 3946.6443048, 52.8504152, 1436.9083479, 4132.9425141, 28.1107315
0.991999999999998, 3948.8855363, 53.1477613, 1439.3919086, 4127.9820420, 28.0421224
0.995099999999998, 3951.0996903, 53.4456195, 1441.8672955, 4123.0559844, 27.9738372
0.998199999999998, 3953.2870112, 53.7439880, 1444.3345542, 4118.1640546, 27.9058742
1.0013, 3955.4477417, 54.0428651, 1446.7937298, 4113.3059688, 27.8382316
1.0044, 3957.5821220, 54.3422492, 1449.2448669, 4108.4814455, 27.7709078
1.0075, 3959.6903906, 54.6421386, 1451.6880101, 4103.6902054, 27.7039011
1.0106, 3961.7727835, 54.9425317, 1454.1232032, 4098.9319720, 27.6372097
1.0137, 3963.8295350, 55.2434269, 1456.5504902, 4094.2064709, 27.5708320
1.0168, 3965.8608770, 55.5448225, 1458.9699144, 4089.5134302, 27.5047664
1.0199, 3967.8670397, 55.8467169, 1461.3815188, 4084.8525802, 27.4390110
1.023, 3969.8482512, 56.1491084, 1463.7853461, 4080.2236538, 27.3735642
1.0261, 3971.8047373, 56.4519956, 1466.1814388, 4075.6263859, 27.3084244
1.0292, 3973.7367224, 56.7553768, 1468.5698390, 4071.0605139, 27.2435898
1.0323, 3975.6444283, 57.0592504, 1470.9505883, 4066.5257774, 27.1790589
1.0354, 3977.5280754, 57.3636148, 1473.3237282, 4062.0219181, 27.1148299
1.0385, 3979.3878819, 57.6684685, 1475.6892999, 4057.5486802, 27.0509012
1.0416, 3981.2240641, 57.9738099, 1478.0473441, 4053.1058099, 26.9872712
1.0447, 3983.0368364, 58.2796375, 1480.3979014, 4048.6930556, 26.9239382
1.0478, 3984.8264114, 58.5859497, 1482.7410119, 4044.3101679, 26.8609005
1.0509, 3986.5929999, 58.8927450, 1485.0767154, 4039.9568997, 26.7981566
1.054, 3988.3368106, 59.2000219, 1487.4050517, 4035.6330058, 26.7357048
1.0571, 3990.0580507, 59.5077788, 1489.7260599, 4031.3382432, 26.6735435
1.0602, 3991.7569253, 59.8160143, 1492.0397791, 4027.0723710, 26.6116711
1.0633, 3993.4336380, 60.1247268, 1494.3462478, 4022.8351504, 26.5500859
1.0664, 3995.0883902, 60.4339149, 1496.6455046, 4018.6263446, 26.4887865
1.0695, 3996.7213820, 60.7435770, 1498.9375875, 4014.4457188, 26.4277711
1.0726, 3998.3328114, 61.0537117, 1501.2225343, 4010.2930404, 26.3670382
1.0757, 3999.9228748, 61.3643176, 1503.5003825, 4006.1680785, 26.3065863
1.0788, 4001.4917670, 61.6753931, 1505.7711695, 4002.0706046, 26.2464137
1.0819, 4003.0396809, 61.9869368, 1508.0349320, 3998.0003917, 26.1865189
1.085, 4004.5668078, 62.2989473, 1510.2917069, 3993.9572152, 26.1269004
1.0881, 4006.0733373, 62.6114230, 1512.5415305, 3989.9408521, 26.0675565
1.0912, 4007.5594574, 62.9243627, 1514.7844390, 3985.9510815, 26.0084859
1.0943, 4009.0253544, 63.2377649, 1517.0204683, 3981.9876842, 25.9496868
1.0974, 4010.4712129, 63.5516281, 1519.2496538, 3978.0504432, 25.8911578
1.1005, 4011.8972160, 63.8659509, 1521.4720310, 3974.1391431, 25.8328974
1.1036, 4013.3035452, 64.1807320, 1523.6876349, 3970.2535704, 25.7749040
1.1067, 4014.6903803, 64.4959700, 1525.8965004, 3966.3935135, 25.7171762
1.1098, 4016.0578997, 64.8116633, 1528.0986618, 3962.5587626, 25.6597125
1.1129, 4017.4062800, 65.1278108, 1530.2941536, 3958.7491098, 25.6025113
1.116, 4018.7356965, 65.4444110, 1532.4830097, 3954.9643487, 25.5455713
1.1191, 4020.0463227, 65.7614625, 1534.6652640, 3951.2042749, 25.4888908
1.1222, 4021.3383308, 66.0789640, 1536.8409499, 3947.4686857, 25.4324685
1.1253, 4022.6118915, 66.3969141, 1539.0101007, 3943.7573803, 25.3763029
1.1284, 4023.8671739, 66.7153115, 1541.1727494, 3940.0701593, 25.3203926
1.1315, 4025.1043455, 67.0341549, 1543.3289288, 3936.4068252, 25.2647361
1.1346, 4026.3235726, 67.3534428, 1545.4786715, 3932.7671822, 25.2093319
1.1377, 4027.5250199, 67.6731741, 1547.6220097, 3929.1510363, 25.1541788
1.1408, 4028.7088507, 67.9933473, 1549.7589755, 3925.5581948, 25.0992751
1.1439, 4029.8752267, 68.3139612, 1551.8896007, 3921.9884670, 25.0446196
1.147, 4031.0243085, 68.6350144, 1554.0139168, 3918.4416637, 24.9902108
1.1501, 4032.1562550, 68.9565057, 1556.1319553, 3914.9175974, 24.9360473
1.1532, 4033.2712239, 69.2784337, 1558.2437473, 3911.4160820, 24.8821278
1.1563, 4034.3693714, 69.6007972, 1560.3493235, 3907.9369333, 24.8284509
1.1594, 4035.4508524, 69.9235949, 1562.4487148, 3904.4799684, 24.7750151
1.1625, 4036.5158204, 70.2468256, 1564.5419514, 3901.0450062, 24.7218192
1.1656, 4037.5644275, 70.5704878, 1566.6290637, 3897.6318670, 24.6688618
1.1687, 4038.5968246, 70.8945805, 1568.7100816, 3894.2403726, 24.6161415
1.1718, 4039.6131612, 71.2191023, 1570.7850349, 3890.8703466, 24.5636570
1.1749, 4040.6135855, 71.5440520, 1572.8539532, 3887.5216138, 24.5114070
1.178, 4041.5982444, 71.8694283, 1574.9168657, 3884.1940006, 24.4593902
1.1811, 4042.5672835, 72.1952301, 1576.9738016, 3880.8873350, 24.4076052
1.1842, 4043.5208471, 72.5214560, 1579.0247898, 3877.6014464, 24.3560507
1.1873, 4044.4590783, 72.8481048, 1581.0698589, 3874.3361656, 24.3047254
1.1904, 4045.3821190, 73.1751754, 1583.1090376, 3871.0913249, 24.2536281
1.1935, 4046.2901096, 73.5026666, 1585.1423540, 3867.8667581, 24.2027575
1.1966, 4047.1831896, 73.8305770, 1587.1698363, 3864.6623002, 24.1521122
1.1997, 4048.0614969, 74.1589056, 1589.1915122, 3861.4777880, 24.1016911
1.2028, 4048.9251686, 74.4876510, 1591.2074095, 3858.3130593, 24.0514928
1.2059, 4049.7743403, 74.8168122, 1593.2175557, 3855.1679536, 24.0015161
1.209, 4050.6091465, 75.1463880, 1595.2219779, 3852.0423115, 23.9517598
1.2121, 4051.4297206, 75.4763771, 1597.2207034, 3848.9359751, 23.9022226
1.2152, 4052.2361946, 75.8067784, 1599.2137589, 3845.8487880, 23.8529034
1.21830000000001, 4053.0286997, 76.1375907, 1601.2011711, 3842.7805949, 23.8038008
1.22140000000001, 4053.8073655, 76.4688129, 1603.1829665, 3839.7312419, 23.7549136
1.22450000000001, 4054.5723209, 76.8004437, 1605.1591715, 3836.7005765, 23.7062407
1.22760000000001, 4055.3236934, 77.1324822, 1607.1298120, 3833.6884474, 23.6577809
1.23070000000001, 4056.0616095, 77.4649270, 1609.0949142, 3830.6947046, 23.6095330
1.23380000000001, 4056.7861945, 77.7977771, 1611.0545036, 3827.7191995, 23.5614957
1.23690000000001, 4057.4975725, 78.1310314, 1613.0086058, 3824.7617846, 23.5136680
1.24000000000001, 4058.1958669, 78.4646886, 1614.9572463, 3821.8223139, 23.4660486
1.24310000000001, 4058.8811996, 78.7987477, 1616.9004501, 3818.9006423, 23.4186364
1.24620000000001, 4059.5536917, 79.1332076, 1618.8382424, 3815.9966263, 23.3714302
1.24930000000001, 4060.2134630, 79.4680671, 1620.7706479, 3813.1101234, 23.3244289
1.25240000000001, 4060.8606324, 79.8033251, 1622.6976912, 3810.2409924, 23.2776313
1.25550000000001, 4061.4953178, 80.1389806, 1624.6193969, 3807.3890932, 23.2310364
1.25860000000001, 4062.1176360, 80.4750324, 1626.5357893, 3804.5542872, 23.1846429
1.26170000000001, 4062.7277027, 80.8114794, 1628.4468925, 3801.7364366, 23.1384498
1.26480000000001, 4063.3256327, 81.1483206, 1630.3527304, 3798.9354050, 23.0924560
1.26790000000001, 4063.9115397, 81.4855549, 1632.2533268, 3796.1510571, 23.0466603
1.27100000000001, 4064.4855365, 81.8231811, 1634.1487054, 3793.3832588, 23.0010617
1.27410000000001, 4065.0477347, 82.1611982, 1636.0388896, 3790.6318771, 22.9556591
1.27720000000001, 4065.5982453, 82.4996052, 1637.9239028, 3787.8967802, 22.9104513
1.28030000000001, 4066.1371779, 82.8384009, 1639.8037679, 3785.1778373, 22.8654374
1.28340000000001, 4066.6646413, 83.1775843, 1641.6785080, 3782.4749188, 22.8206162
1.28650000000001, 4067.1807436, 83.5171544, 1643.5481459, 3779.7878963, 22.7759867
1.28960000000001, 4067.6855915, 83.8571101, 1645.4127042, 3777.1166424, 22.7315478
1.29270000000001, 4068.1792910, 84.1974504, 1647.2722054, 3774.4610306, 22.6872985
1.29580000000001, 4068.6619473, 84.5381742, 1649.1266719, 3771.8209359, 22.6432378
1.29890000000001, 4069.1336643, 84.8792804, 1650.9761258, 3769.1962340, 22.5993645
1.30200000000001, 4069.5945454, 85.2207681, 1652.8205890, 3766.5868017, 22.5556778
1.30510000000001, 4070.0446927, 85.5626363, 1654.6600835, 3763.9925172, 22.5121765
1.30820000000001, 4070.4842078, 85.9048838, 1656.4946310, 3761.4132592, 22.4688596
1.31130000000001, 4070.9131910, 86.2475097, 1658.3242531, 3758.8489080, 22.4257262
1.31440000000001, 4071.3317421, 86.5905129, 1660.1489710, 3756.2993444, 22.3827752
1.31750000000001, 4071.7399597, 86.9338925, 1661.9688062, 3753.7644505, 22.3400056
1.32060000000001, 4072.1379417, 87.2776475, 1663.7837797, 3751.2441095, 22.2974166
1.32370000000001, 4072.5257852, 87.6217768, 1665.5939124, 3748.7382053, 22.2550069
1.32680000000001, 4072.9035862, 87.9662794, 1667.3992252, 3746.2466231, 22.2127758
1.32990000000001, 4073.2714401, 88.3111544, 1669.1997388, 3743.7692487, 22.1707222
1.33300000000001, 4073.6294413, 88.6564007, 1670.9954736, 3741.3059693, 22.1288452
1.33610000000001, 4073.9776835, 89.0020175, 1672.7864502, 3738.8566727, 22.0871437
1.33920000000001, 4074.3162595, 89.3480036, 1674.5726886, 3736.4212479, 22.0456170
1.34230000000001, 4074.6452612, 89.6943582, 1676.3542091, 3733.9995848, 22.0042639
1.34540000000001, 4074.9647798, 90.0410802, 1678.1310317, 3731.5915741, 21.9630836
1.34850000000001, 4075.2749058, 90.3881687, 1679.9031761, 3729.1971076, 21.9220752
1.35160000000001, 4075.5757286, 90.7356227, 1681.6706620, 3726.8160778, 21.8812377
1.35470000000001, 4075.8673371, 91.0834413, 1683.4335091, 3724.4483785, 21.8405701
1.35780000000001, 4076.1498193, 91.4316235, 1685.1917367, 3722.0939040, 21.8000717
1.36090000000001, 4076.4232624, 91.7801683, 1686.9453642, 3719.7525497, 21.7597414
1.36400000000001, 4076.6877528, 92.1290749, 1688.6944107, 3717.4242118, 21.7195784
1.36710000000001, 4076.9433762, 92.4783422, 1690.4388953, 3715.1087875, 21.6795818
1.37020000000001, 4077.1902176, 92.8279693, 1692.1788368, 3712.8061749, 21.6397507
1.37330000000001, 4077.4283612, 93.1779553, 1693.9142541, 3710.5162727, 21.6000841
1.37640000000001, 4077.6578903, 93.5282993, 1695.6451658, 3708.2389808, 21.5605813
1.37950000000001, 4077.8788878, 93.8790003, 1697.3715905, 3705.9741997, 21.5212414
1.38260000000001, 4078.0914356, 94.2300574, 1699.0935465, 3703.7218308, 21.4820634
1.38570000000001, 4078.2956148, 94.5814697, 1700.8110521, 3701.4817765, 21.4430465
1.38880000000001, 4078.4915062, 94.9332362, 1702.5241256, 3699.2539398, 21.4041900
1.39190000000001, 4078.6791894, 95.2853561, 1704.2327848, 3697.0382247, 21.3654928
1.39500000000001, 4078.8587436, 95.6378284, 1705.9370478, 3694.8345359, 21.3269542
1.39810000000001, 4079.0302473, 95.9906523, 1707.6369323, 3692.6427789, 21.2885733
1.40120000000001, 4079.1937781, 96.3438268, 1709.3324559, 3690.4628602, 21.2503493
1.40430000000001, 4079.3494131, 96.6973510, 1711.0236364, 3688.2946869, 21.2122814
1.40740000000001, 4079.4972286, 97.0512241, 1712.7104911, 3686.1381669, 21.1743688
1.41050000000001, 4079.6373003, 97.4054452, 1714.3930372, 3683.9932089, 21.1366106
1.41360000000001, 4079.7697033, 97.7600132, 1716.0712922, 3681.8597225, 21.0990059
1.41670000000001, 4079.8945118, 98.1149275, 1717.7452729, 3679.7376178, 21.0615541
1.41980000000001, 4080.0117996, 98.4701871, 1719.4149965, 3677.6268060, 21.0242543
1.42290000000001, 4080.1216398, 98.8257910, 1721.0804797, 3675.5271988, 20.9871057
1.42600000000001, 4080.2241046, 99.1817386, 1722.7417394, 3673.4387088, 20.9501076
1.42910000000001, 4080.3192659, 99.5380288, 1724.3987921, 3671.3612491, 20.9132590
1.43220000000001, 4080.4071947, 99.8946608, 1726.0516545, 3669.2947339, 20.8765594
1.43530000000001, 4080.4879616, 100.2516337, 1727.7003429, 3667.2390778, 20.8400078
1.43840000000001, 4080.5616365, 100.6089467, 1729.3448738, 3665.1941964, 20.8036035
1.44150000000001, 4080.6282885, 100.9665990, 1730.9852632, 3663.1600057, 20.7673457
1.44460000000001, 4080.6879862, 101.3245896, 1732.6215273, 3661.1364227, 20.7312337
1.44770000000001, 4080.7407979, 101.6829178, 1734.2536820, 3659.1233650, 20.6952668
1.45080000000001, 4080.7867907, 102.0415826, 1735.8817434, 3657.1207508, 20.6594441
1.45390000000001, 4080.8260317, 102.4005833, 1737.5057272, 3655.1284991, 20.6237649
1.45700000000001, 4080.8585869, 102.7599190, 1739.1256491, 3653.1465296, 20.5882286
1.46010000000001, 4080.8845220, 103.1195888, 1740.7415246, 3651.1747627, 20.5528342
1.46320000000001, 4080.9039022, 103.4795919, 1742.3533694, 3649.2131193, 20.5175812
1.46630000000001, 4080.9167919, 103.8399276, 1743.9611986, 3647.2615211, 20.4824688
1.46940000000001, 4080.9232549, 104.2005949, 1745.5650277, 3645.3198906, 20.4474963
1.47250000000001, 4080.9233548, 104.5615930, 1747.1648719, 3643.3881506, 20.4126629
1.47560000000001, 4080.9171541, 104.9229212, 1748.7607462, 3641.4662249, 20.3779680
1.47870000000001, 4080.9047153, 105.2845785, 1750.3526656, 3639.5540378, 20.3434108
1.48180000000001, 4080.8860998, 105.6465643, 1751.9406450, 3637.6515142, 20.3089906
1.48490000000001, 4080.8613690, 106.0088776, 1753.5246993, 3635.7585796, 20.2747068
1.48800000000001, 4080.8305832, 106.3715177, 1755.1048431, 3633.8751603, 20.2405586
1.49110000000001, 4080.7938027, 106.7344837, 1756.6810910, 3632.0011832, 20.2065454
1.49420000000001, 4080.7510870, 107.0977749, 1758.2534576, 3630.1365756, 20.1726664
1.49730000000001, 4080.7024949, 107.4613905, 1759.8219574, 3628.2812656, 20.1389211
1.50040000000001, 4080.6480850, 107.8253296, 1761.3866046, 3626.4351819, 20.1053086
1.50350000000001, 4080.5879152, 108.1895914, 1762.9474135, 3624.5982538, 20.0718284
1.50660000000001, 4080.5220429, 108.5541753, 1764.5043982, 3622.7704111, 20.0384798
1.50970000000001, 4080.4505252, 108.9190803, 1766.0575728, 3620.9515842, 20.0052621
1.51280000000001, 4080.3734182, 109.2843058, 1767.6069514, 3619.1417043, 19.9721747
1.51590000000001, 4080.2907781, 109.6498508, 1769.1525477, 3617.3407029, 19.9392169
1.51900000000002, 4080.2026602, 110.0157147, 1770.6943757, 3615.5485122, 19.9063880
1.52210000000002, 4080.1091193, 110.3818967, 1772.2324489, 3613.7650651, 19.8736875
1.52520000000002, 4080.0102101, 110.7483959, 1773.7667811, 3611.9902948, 19.8411146
1.52830000000002, 4079.9059863, 111.1152117, 1775.2973858, 3610.2241352, 19.8086688
1.53140000000002, 4079.7965015, 111.4823432, 1776.8242764, 3608.4665208, 19.7763495
1.53450000000002, 4079.6818087, 111.8497897, 1778.3474663, 3606.7173865, 19.7441559
1.53760000000002, 4079.5619603, 112.2175504, 1779.8669689, 3604.9766681, 19.7120875
1.54070000000002, 4079.4370084, 112.5856246, 1781.3827973, 3603.2443014, 19.6801437
1.54380000000002, 4079.3070047, 112.9540115, 1782.8949647, 3601.5202232, 19.6483238
1.54690000000002, 4079.1720003, 113.3227103, 1784.4034840, 3599.8043706, 19.6166273
1.55000000000002, 4079.0320457, 113.6917203, 1785.9083684, 3598.0966813, 19.5850535
1.55310000000002, 4078.8871913, 114.0610408, 1787.4096306, 3596.3970935, 19.5536019
1.55620000000002, 4078.7374868, 114.4306710, 1788.9072835, 3594.7055459, 19.5222719
1.55930000000002, 4078.5829816, 114.8006101, 1790.4013397, 3593.0219778, 19.4910628
1.56240000000002, 4078.4237246, 115.1708575, 1791.8918121, 3591.3463288, 19.4599741
1.56550000000002, 4078.2597641, 115.5414123, 1793.3787130, 3589.6785393, 19.4290052
1.56860000000002, 4078.0911482, 115.9122739, 1794.8620551, 3588.0185501, 19.3981555
1.57170000000002, 4077.9179246, 116.2834414, 1796.3418507, 3586.3663022, 19.3674246
1.57480000000002, 4077.7401403, 116.6549143, 1797.8181122, 3584.7217375, 19.3368117
1.57790000000002, 4077.5578422, 117.0266917, 1799.2908519, 3583.0847982, 19.3063164
1.58100000000002, 4077.3710766, 117.3987729, 1800.7600819, 3581.4554269, 19.2759381
1.58410000000002, 4077.1798893, 117.7711572, 1802.2258144, 3579.8335669, 19.2456762
1.58720000000002, 4076.9843259, 118.1438439, 1803.6880615, 3578.2191617, 19.2155303
1.59030000000002, 4076.7844316, 118.5168323, 1805.1468350, 3576.6121556, 19.1854997
1.59340000000002, 4076.5802509, 118.8901216, 1806.6021469, 3575.0124930, 19.1555840
1.59650000000002, 4076.3718282, 119.2637111, 1808.0540091, 3573.4201189, 19.1257826
1.59960000000002, 4076.1592074, 119.6376002, 1809.5024332, 3571.8349790, 19.0960950
1.60270000000002, 4075.9424320, 120.0117880, 1810.9474311, 3570.2570190, 19.0665207
1.60580000000002, 4075.7215451, 120.3862740, 1812.3890142, 3568.6861853, 19.0370591
1.60890000000002, 4075.4965895, 120.7610573, 1813.8271942, 3567.1224248, 19.0077099
1.61200000000002, 4075.2676075, 121.1361374, 1815.2619826, 3565.5656847, 18.9784725
1.61510000000002, 4075.0346411, 121.5115135, 1816.6933907, 3564.0159127, 18.9493464
1.61820000000002, 4074.7977318, 121.8871848, 1818.1214299, 3562.4730568, 18.9203311
1.62130000000002, 4074.5569209, 122.2631508, 1819.5461115, 3560.9370656, 18.8914262
1.62440000000002, 4074.3122493, 122.6394107, 1820.9674466, 3559.4078879, 18.8626312
1.62750000000002, 4074.0637575, 123.0159638, 1822.3854465, 3557.8854732, 18.8339457
1.63060000000002, 4073.8114855, 123.3928094, 1823.8001223, 3556.3697711, 18.8053692
1.63370000000002, 4073.5554731, 123.7699469, 1825.2114848, 3554.8607319, 18.7769012
1.63680000000002, 4073.2957598, 124.1473756, 1826.6195452, 3553.3583059, 18.7485415
1.63990000000002, 4073.0323846, 124.5250947, 1828.0243142, 3551.8624441, 18.7202895
1.64300000000002, 4072.7653862, 124.9031037, 1829.4258027, 3550.3730978, 18.6921448
1.64610000000002, 4072.4948029, 125.2814018, 1830.8240215, 3548.8902186, 18.6641071
1.64920000000002, 4072.2206728, 125.6599884, 1832.2189812, 3547.4137586, 18.6361760
1.65230000000002, 4071.9430335, 126.0388627, 1833.6106925, 3545.9436702, 18.6083512
1.65540000000002, 4071.6619224, 126.4180242, 1834.9991660, 3544.4799061, 18.5806323
1.65850000000002, 4071.3773765, 126.7974721, 1836.3844121, 3543.0224193, 18.5530189
1.66160000000002, 4071.0894323, 127.1772058, 1837.7664414, 3541.5711633, 18.5255108
1.66470000000002, 4070.7981263, 127.5572246, 1839.1452642, 3540.1260917, 18.4981078
1.66780000000002, 4070.5034945, 127.9375279, 1840.5208908, 3538.6871588, 18.4708094
1.67090000000002, 4070.2055725, 128.3181150, 1841.8933315, 3537.2543187, 18.4436156
1.67400000000002, 4069.9043957, 128.6989852, 1843.2625965, 3535.8275262, 18.4165260
1.67710000000002, 4069.5999991, 129.0801380, 1844.6286960, 3534.4067362, 18.3895406
1.68020000000002, 4069.2924174, 129.4615725, 1845.9916401, 3532.9919039, 18.3626591
1.68330000000002, 4068.9816851, 129.8432883, 1847.3514388, 3531.5829847, 18.3358814
1.68640000000002, 4068.6678363, 130.2252846, 1848.7081021, 3530.1799343, 18.3092075
1.68950000000002, 4068.3509046, 130.6075607, 1850.0616399, 3528.7827087, 18.2826374
1.69260000000002, 4068.0309236, 130.9901162, 1851.4120620, 3527.3912639, 18.2561710
1.69570000000002, 4067.7079265, 131.3729502, 1852.7593784, 3526.0055563, 18.2298085
1.69880000000002, 4067.3819462, 131.7560622, 1854.1035986, 3524.6255422, 18.2035499
1.70190000000002, 4067.0530151, 132.1394515, 1855.4447326, 3523.2511782, 18.1773955
1.70500000000002, 4066.7211657, 132.5231175, 1856.7827897, 3521.8824210, 18.1513456
1.70810000000002, 4066.3864298, 132.9070596, 1858.1177798, 3520.5192273, 18.1254004
1.71120000000002, 4066.0488391, 133.2912771, 1859.4497122, 3519.1615539, 18.0995604
1.71430000000002, 4065.7084250, 133.6757694, 1860.7785965, 3517.8093574, 18.0738263
1.71740000000002, 4065.3652187, 134.0605359, 1862.1044421, 3516.4625945, 18.0481985
1.72050000000002, 4065.0192510, 134.4455759, 1863.4272584, 3515.1212218, 18.0226781
1.72360000000002, 4064.6705523, 134.8308888, 1864.7470546, 3513.7851956, 17.9972658
1.72670000000002, 4064.3191529, 135.2164740, 1866.0638401, 3512.4544719, 17.9719628
1.72980000000002, 4063.9650828, 135.6023308, 1867.3776240, 3511.1290064, 17.9467704
1.73290000000002, 4063.6083716, 135.9884588, 1868.6884155, 3509.8087546, 17.9216901
1.73600000000002, 4063.2490488, 136.3748571, 1869.9962237, 3508.4936710, 17.8967237
1.73910000000002, 4062.8871435, 136.7615253, 1871.3010577, 3507.1837099, 17.8718732
1.74220000000002, 4062.5226845, 137.1484627, 1872.6029264, 3505.8788243, 17.8471409
1.74530000000002, 4062.1557003, 137.5356686, 1873.9018388, 3504.5789667, 17.8225296
1.74840000000002, 4061.7862193, 137.9231426, 1875.1978038, 3503.2840881, 17.7980422
1.75150000000002, 4061.4142694, 138.3108839, 1876.4908301, 3501.9941382, 17.7736825
1.75460000000002, 4061.0398784, 138.6988920, 1877.7809267, 3500.7090651, 17.7494544
